iphone 7	处理器	苹果A10 Fusion四核处理器
iphone 6s	处理器	苹果A9处理器
iphone 5s	处理器	64位双核苹果A7处理器
iphone 5	处理器	苹果 A6 双核处理器
华为p9	处理器	麒麟955处理
华为p10	处理器	八核+微智核i6
华为p10	处理器	麒麟960处理器，最高主频2.4GHz,
魅族mx4	处理器	真八核处理器MTK 6595魅族定制版
红米note	处理器	MTK6592M/MTK6592
华为p20	处理器	麒麟970
华为p2	处理器	1.5GHz四核处理器
华为ascend p7	处理器	海思Kirin 910T 1.8GHz四核
