我不是药神	出品时间	2018年
北京遇上西雅图之不二情书（2016年国产电影）	出品时间	2016年
我的战争（2016年彭顺执导国产电影）	出品时间	2016年
头发乱了（1994年管虎导演国产电影）	出品时间	1994年
快枪手（潘镜丞指导国产电影）	出品时间	2011年
奇袭（国产电影）	出品时间	1960年
战狼ⅱ	出品时间	2017年07月27日
侏罗纪世界2	出品时间	2018年
西虹市首富	出品时间	2018年
