iphone 4s	发行商	Apple Inc.
巫师1	发行商	Atari
文明6	发行商	2K Games
文明4	发行商	2K Games
dota2	发行商	完美世界(中),Valve,Nexon(日韩)
反恐精英：全球攻势（2012年发布的射击游戏）	发行商	Valve Software
辐射3	发行商	Bethesda Softworks
神界：原罪2	发行商	Larian Studios
侠盗猎车手5	发行商	Rockstar Games
文明5	发行商	2K Games
辐射4	发行商	Bethesda
上古卷轴5：天际	发行商	Bethesda Softworks
