我不是药神	制片地区	中国
北京遇上西雅图之不二情书（2016年国产电影）	制片地区	中国
我的战争（2016年彭顺执导国产电影）	制片地区	中国
野人（1985年的国产电影）	制片地区	中国
狼来了（国产电影）	制片地区	中国大陆
春风化雨（2009年国产电影）	制片地区	中国大陆
头发乱了（1994年管虎导演国产电影）	制片地区	中国
天天天蓝（王淳执导电影）	制片地区	中国
送瘟神（国产电影）	制片地区	中国
战狼ⅱ	制片地区	中国大陆
侏罗纪世界2	制片地区	美国
西虹市首富	制片地区	中国大陆
