gtx1080	制造工艺	16nm FinFET
gtx1070	制造工艺	16nm FinFET
gtx1050	制造工艺	14nm FinFET
gtx980	制造工艺	28纳米
gtx260	制造工艺	65nm
gtx 980ti	制造工艺	28纳米
gtx1060	制造工艺	16nm FinFET
