巫师1	主要配音	Doug Cockle
反恐精英：全球攻势（2012年发布的射击游戏）	主要配音	Darude
侠盗猎车手5	主要配音	内德·卢克，史提芬·奥格，肖恩·弗提纳
辐射4	主要配音	Courtenay Taylor，Brian T. Delaney
