我不是药神	导演	文牧野
北京遇上西雅图之不二情书（2016年国产电影）	导演	薛晓路
我的战争（2016年彭顺执导国产电影）	导演	彭顺
野人（1985年的国产电影）	导演	胡书锷
狼来了（国产电影）	导演	高峰 、 周军
春风化雨（2009年国产电影）	导演	易寒
头发乱了（1994年管虎导演国产电影）	导演	管虎
快枪手（潘镜丞指导国产电影）	导演	潘镜丞
天天天蓝（王淳执导电影）	导演	王淳
冲锋号（国产电影）	导演	贺梦凡
奇袭（国产电影）	导演	许又新
送瘟神（国产电影）	导演	岑范
门卫（国产电影）	导演	易文洋
战狼ⅱ	导演	吴京
侏罗纪世界2	导演	J. A. Bayona
西虹市首富	导演	闫非
西虹市首富	导演	彭大魔
